EMG Sensor 1,EMG Sensor 2,EMG Sensor 3,EMG Sensor 4,Mode
0.41,0.11,0.29,0.38,0
0.4,0.11,0.28,0.47,0
0.4,0.11,0.28,0.37,0
0.41,0.11,0.28,0.37,0
0.41,0.11,0.3,0.46,0
1.26,0.13,0.69,0.72,1
0.99,0.14,0.55,0.68,1
0.76,0.12,0.49,0.61,1
0.81,0.13,0.37,0.58,1
0.75,0.1,0.4,0.66,1
0.41,0.11,0.29,0.39,0
0.47,0.11,0.31,0.41,0
0.5,0.11,0.3,0.38,0
0.47,0.11,0.3,0.38,0
0.43,0.11,0.28,0.37,0
1.58,0.12,0.75,1.24,2
1.78,0.18,0.98,2.09,2
1.7,0.18,0.86,1.92,2
1.26,0.19,0.9,2.03,2
1.91,0.24,1.41,2.62,2
0.43,0.11,0.29,0.58,0
0.42,0.15,0.28,0.62,0
0.41,0.11,0.29,0.4,0
0.42,0.12,0.3,0.37,0
0.42,0.1,0.29,0.55,0
0.87,0.13,0.44,1.13,3
1.09,0.2,0.72,2.39,3
1.03,0.17,0.64,1.69,3
0.77,0.18,0.49,1.65,3
0.84,0.11,0.59,1.65,3
0.41,0.12,0.28,0.38,0
0.49,0.11,0.29,0.74,0
0.43,0.11,0.29,0.38,0
0.44,0.11,0.3,0.38,0
0.42,0.11,0.29,0.38,0
0.78,0.13,0.44,1.06,4
0.6,0.12,0.42,1.2,4
0.51,0.13,0.4,1.12,4
0.54,0.11,0.33,0.95,4
0.56,0.12,0.38,0.99,4
0.42,0.11,0.29,0.46,0
0.48,0.12,0.28,0.38,0
0.41,0.11,0.29,0.37,0
0.42,0.12,0.28,0.38,0
0.4,0.11,0.28,0.38,0
1.15,0.15,0.53,0.77,1
1.36,0.14,0.55,0.73,1
0.93,0.12,0.47,0.65,1
0.83,0.13,0.53,0.75,1
0.87,0.13,0.42,0.62,1
0.42,0.12,0.3,0.41,0
0.44,0.11,0.33,0.51,0
0.42,0.1,0.29,0.46,0
0.45,0.13,0.29,0.4,0
0.42,0.13,0.28,0.37,0
1.25,0.24,0.77,2,2
1.36,0.21,0.82,1.96,2
1.03,0.17,0.53,1.52,2
1.35,0.2,0.77,1.69,2
1.25,0.17,0.75,1.69,2
0.45,0.17,0.31,0.8,0
0.41,0.1,0.28,0.37,0
0.46,0.11,0.28,0.53,0
0.41,0.11,0.29,0.39,0
0.41,0.12,0.29,0.42,0
1.01,0.13,0.53,0.99,3
1.01,0.19,0.68,1.38,3
1.13,0.22,0.72,1.45,3
0.77,0.13,0.46,0.85,3
0.78,0.12,0.57,0.78,3
0.46,0.11,0.29,0.42,0
0.47,0.11,0.29,0.38,0
0.46,0.11,0.29,0.37,0
0.41,0.11,0.28,0.37,0
0.44,0.11,0.28,0.37,0
0.93,0.13,0.41,0.97,4
0.73,0.14,0.5,1.23,4
0.69,0.13,0.39,0.94,4
0.72,0.11,0.47,0.82,4
0.64,0.14,0.44,1.35,4
0.4,0.13,0.29,0.56,0
0.42,0.19,0.29,0.4,0
0.46,0.12,0.27,0.35,0
0.38,0.1,0.21,0.31,0
0.35,0.08,0.22,0.33,0
1.22,0.1,0.58,0.69,1
1.38,0.12,0.65,0.73,1
1.2,0.11,0.5,0.84,1
1.13,0.12,0.52,1.01,1
1.11,0.11,0.49,0.84,1
0.38,0.1,0.23,0.37,0
0.36,0.1,0.23,0.35,0
0.4,0.09,0.24,0.3,0
0.35,0.09,0.22,0.34,0
0.36,0.09,0.22,0.37,0
1.71,0.15,1.01,1.76,2
1.51,0.19,0.78,2.09,2
