EMG Sensor 1,EMG Sensor 2,EMG Sensor 3,EMG Sensor 4,Mode
0.25,0.07,0.13,0.25,0
0.26,0.07,0.11,0.24,0
0.27,0.07,0.11,0.23,0
0.22,0.07,0.12,0.28,0
0.21,0.07,0.12,0.23,0
1.08,0.07,0.4,0.49,1
0.74,0.09,0.36,0.45,1
0.98,0.08,0.43,0.53,1
1.11,0.08,0.44,0.52,1
1.09,0.08,0.46,0.57,1
0.53,0.07,0.45,0.31,0
0.19,0.07,0.18,0.24,0
0.26,0.07,0.17,0.47,0
0.24,0.07,0.14,0.63,0
0.25,0.07,0.13,0.45,0
1.16,0.08,0.65,1.3,2
0.82,0.07,0.89,1.33,2
0.89,1.38,1.13,1.4,2
0.92,0.46,0.94,1.48,2
1.01,0.2,0.81,1.43,2
0.53,0.08,0.24,0.72,0
0.43,0.07,0.2,0.28,0
0.54,0.07,0.19,0.27,0
0.42,0.07,0.14,0.26,0
0.4,0.07,0.12,0.22,0
1.99,0.65,0.55,0.76,3
1.14,0.16,0.46,0.78,3
1.15,0.22,0.58,0.85,3
1.14,0.22,0.71,1.31,3
0.86,0.1,0.42,0.74,3
0.88,0.13,0.54,1.06,3
0.28,0.07,0.15,0.53,0
0.31,0.07,0.17,0.42,0
0.37,0.07,0.16,0.27,0
0.27,0.07,0.11,0.25,0
0.95,0.1,0.41,0.91,4
0.52,0.07,0.23,0.99,4
0.63,0.07,0.25,0.9,4
0.64,0.14,0.38,0.83,4
0.48,0.08,0.24,0.76,4
0.4,0.07,0.25,0.32,0
0.38,0.07,0.17,0.71,0
0.33,0.07,0.12,0.26,0
0.28,0.07,0.12,0.23,0
0.25,0.07,0.1,0.22,0
0.99,0.07,0.35,0.67,1
1.14,1.99,0.41,0.59,1
0.99,0.1,0.39,0.44,1
0.87,0.24,0.34,0.44,1
0.75,0.07,0.36,0.49,1
0.43,0.07,0.23,0.41,0
0.26,0.07,0.13,0.24,0
0.23,0.07,0.11,0.34,0
0.26,0.07,0.13,0.37,0
0.23,0.07,0.1,0.38,0
1.14,0.07,0.41,0.93,2
1.13,0.07,0.52,1.48,2
1.68,0.08,0.68,1.43,2
2.3,0.1,0.86,1.87,2
0.95,0.09,0.51,1.23,2
0.61,0.43,0.28,1.01,2
0.39,0.07,0.15,0.57,0
0.28,0.07,0.21,0.5,0
0.29,0.07,0.15,0.52,0
0.27,0.07,0.16,0.25,0
1,0.08,0.45,0.85,3
2.39,0.14,1.01,1.27,3
1.7,0.2,0.99,1.17,3
1.1,0.18,0.65,1.03,3
1.2,0.51,0.92,1.44,3
0.54,0.26,0.25,1.36,0
0.4,0.07,0.16,0.26,0
0.51,0.07,0.18,0.23,0
0.29,0.07,0.16,0.26,0
0.33,0.07,0.15,0.25,0
0.58,0.07,0.25,0.48,0
0.58,0.08,0.28,1.38,4
0.58,0.08,0.35,1.06,4
0.61,0.07,0.35,1.05,4
0.51,0.08,0.27,1.17,4
0.67,0.09,0.28,1.2,4
0.39,0.07,0.13,0.23,0
0.35,0.07,0.15,0.22,0
0.22,0.07,0.11,0.23,0
0.28,0.07,0.11,0.22,0
0.74,0.08,0.31,0.57,1
1.23,0.07,0.45,0.61,1
0.86,0.07,0.33,0.62,1
0.92,0.81,0.37,0.53,1
